equipment_type,manufacturer,condition,age_years,operating_hours,original_value,listing_price,location,seller_type,has_maintenance_records,has_warranty,photos_count,description_length,listing_month,price_to_original_ratio,hours_per_year,time_to_sale_days
Dump Truck,Liebherr,Fair,4.4,14417,392953,167200,Chile,Equipment Dealer,True,True,15,244,6,0.425,3277,16.7
Dump Truck,JCB,Good,6.8,15464,291114,135505,Nevada USA,Mining Company,False,False,5,239,5,0.465,2279,31.2
Wheel Loader,Caterpillar,Good,15.9,34512,410074,80004,New South Wales,Mining Company,True,True,7,181,4,0.195,2169,11.4
Crusher,Komatsu,Excellent,4.9,17100,749762,450750,Nevada USA,Mining Company,False,False,14,232,3,0.601,3524,40.8
Excavator,Generic,Needs Repair,1.4,2502,346341,116984,Nevada USA,Equipment Dealer,True,False,10,193,7,0.338,1807,25.4
Excavator,Generic,Fair,7.9,17422,290399,87361,South Africa,Equipment Dealer,True,False,6,208,2,0.301,2209,20.5
Bulldozer,Komatsu,Good,11.1,19319,702979,200238,Chile,Mining Company,False,False,8,211,12,0.285,1739,30.3
Dump Truck,Liebherr,Fair,9.4,30203,363772,99791,Alberta Canada,Construction Company,False,False,9,291,3,0.274,3207,31.0
Excavator,Generic,Fair,12.6,18860,294776,55840,Chile,Equipment Dealer,True,False,4,220,1,0.189,1495,18.5
Dump Truck,Liebherr,Needs Repair,13.3,39610,492466,59211,Chile,Mining Company,True,False,9,160,6,0.12,2977,23.9
Excavator,Caterpillar,Fair,6.1,13787,516868,177295,Western Australia,Equipment Dealer,False,True,7,183,1,0.343,2255,10.9
Crusher,Generic,Good,18.1,55009,526261,80532,Chile,Equipment Dealer,True,False,11,272,3,0.153,3033,14.2
Dump Truck,Hitachi,Good,3.0,9123,343649,180498,Chile,Rental Company,True,False,11,227,8,0.525,3008,15.3
Conveyor System,Caterpillar,Good,19.1,146476,1407421,207484,New South Wales,Mining Company,True,True,5,204,12,0.147,7680,18.8
Dump Truck,Komatsu,Good,25.0,63372,468688,45604,Alberta Canada,Mining Company,True,False,6,183,3,0.097,2535,18.0
Conveyor System,Caterpillar,Good,4.4,28430,1465805,703558,South Africa,Mining Company,False,True,5,128,6,0.48,6433,17.3
Dump Truck,Komatsu,Excellent,12.0,25435,462256,143469,Western Australia,Equipment Dealer,True,False,6,170,8,0.31,2123,15.4
Crusher,Caterpillar,Excellent,7.7,31516,943858,436583,Chile,Mining Company,True,True,9,102,4,0.463,4076,18.8
Dump Truck,Komatsu,Excellent,22.0,80636,473292,62566,Chile,Mining Company,True,False,8,200,10,0.132,3662,12.5
Conveyor System,Caterpillar,Excellent,8.0,47887,1453937,691882,New South Wales,Construction Company,False,False,9,258,10,0.476,5959,31.9
Bulldozer,JCB,Fair,2.5,4323,486886,250951,Nevada USA,Rental Company,False,True,14,194,12,0.515,1732,30.6
Crusher,JCB,Good,13.3,67312,691652,168060,Nevada USA,Equipment Dealer,True,False,9,184,4,0.243,5073,21.3
Conveyor System,Generic,Good,17.3,118426,960399,172969,Chile,Mining Company,False,False,8,189,9,0.18,6853,29.8
Crusher,Liebherr,Good,2.7,8651,724065,442357,Nevada USA,Equipment Dealer,True,True,7,237,7,0.611,3242,40.4
Crusher,Volvo,Good,10.5,37000,927104,297396,South Africa,Construction Company,True,True,11,130,4,0.321,3534,33.4
Excavator,Hitachi,Fair,3.0,6360,368654,172184,South Africa,Mining Company,False,False,12,192,1,0.467,2145,46.3
Excavator,Volvo,Needs Repair,2.5,6350,463595,164259,Alberta Canada,Rental Company,True,False,7,131,5,0.354,2562,18.1
Excavator,JCB,Fair,4.5,9834,433874,185271,Alberta Canada,Rental Company,True,True,13,191,5,0.427,2187,23.1
Dump Truck,Komatsu,Good,1.7,5175,366791,237256,New South Wales,Equipment Dealer,True,False,9,196,9,0.647,3132,20.3
Crusher,JCB,Needs Repair,17.2,55448,622044,60074,Queensland,Mining Company,True,False,12,170,3,0.097,3218,27.4
Dump Truck,Caterpillar,Good,5.3,16169,494115,256637,New South Wales,Rental Company,False,True,4,200,10,0.519,3026,26.9
Wheel Loader,Generic,Good,12.2,26801,217888,60151,New South Wales,Rental Company,False,False,11,163,12,0.276,2200,15.1
Crusher,Generic,Good,11.1,48818,599905,161044,New South Wales,Mining Company,True,True,6,283,7,0.268,4394,14.0
Excavator,Komatsu,Good,1.6,3297,537710,370563,Alberta Canada,Mining Company,True,False,14,192,6,0.689,2094,18.3
Bulldozer,Komatsu,Needs Repair,9.1,20318,587597,102264,Western Australia,Mining Company,True,False,9,233,7,0.174,2231,17.1
Conveyor System,Generic,Good,6.2,47951,769869,337585,Alberta Canada,Mining Company,True,False,9,136,6,0.438,7702,24.4
Dump Truck,Generic,Fair,11.8,25534,257987,59216,Queensland,Construction Company,True,False,14,177,3,0.23,2157,31.0
Dump Truck,Generic,Good,5.1,19663,308435,151503,Western Australia,Rental Company,True,False,8,202,6,0.491,3869,45.4
Crusher,Liebherr,Fair,2.9,12421,733494,354964,Chile,Rental Company,True,False,11,255,8,0.484,4259,31.6
Dump Truck,Caterpillar,Excellent,8.7,33166,529483,240566,Western Australia,Equipment Dealer,True,True,9,180,9,0.454,3829,11.1
Bulldozer,Komatsu,Good,7.0,13290,669009,270375,Queensland,Equipment Dealer,True,False,10,156,1,0.404,1891,16.2
Dump Truck,Liebherr,Good,4.5,13153,495835,248694,Western Australia,Rental Company,True,False,8,147,10,0.502,2905,52.7
Dump Truck,Volvo,Good,19.9,46345,347692,49514,Queensland,Mining Company,True,False,11,203,12,0.142,2328,18.6
Wheel Loader,Caterpillar,Fair,2.7,5344,402518,197578,Chile,Equipment Dealer,False,False,10,206,5,0.491,1954,40.4
Bulldozer,Volvo,Good,12.0,27910,582178,160974,Alberta Canada,Mining Company,True,True,7,207,11,0.277,2335,10.9
Crusher,Caterpillar,Fair,7.8,27988,1045654,328375,South Africa,Mining Company,True,False,4,180,6,0.314,3596,30.3
Conveyor System,Volvo,Good,3.2,23372,1113490,583314,Alberta Canada,Equipment Dealer,True,False,13,208,10,0.524,7232,15.4
Crusher,Volvo,Good,4.7,14215,883077,415243,Alberta Canada,Mining Company,True,False,5,149,7,0.47,3054,17.8
Excavator,Liebherr,Fair,12.3,26207,429024,97672,Alberta Canada,Construction Company,True,False,6,212,10,0.228,2128,23.5
Bulldozer,Caterpillar,Good,19.7,25860,714744,100693,Alberta Canada,Rental Company,True,False,9,212,11,0.141,1315,21.6
Dump Truck,Caterpillar,Excellent,7.1,16074,420057,218758,Queensland,Mining Company,False,False,11,96,12,0.521,2253,16.2
Crusher,Komatsu,Fair,4.0,14643,807563,350142,Queensland,Equipment Dealer,True,True,9,216,10,0.434,3621,38.3
Excavator,Komatsu,Fair,19.4,42737,435780,53449,Chile,Equipment Dealer,False,False,6,172,10,0.123,2198,14.2
Dump Truck,Generic,Needs Repair,4.0,9862,346375,107474,Queensland,Construction Company,True,False,11,237,11,0.31,2476,38.9
Excavator,Volvo,Fair,18.8,42875,474079,65106,South Africa,Mining Company,True,False,10,236,4,0.137,2279,20.2
Wheel Loader,Liebherr,Excellent,5.3,10201,386933,211284,Alberta Canada,Mining Company,False,False,9,178,2,0.546,1935,14.4
Crusher,Komatsu,Good,11.6,39558,916618,238805,Chile,Construction Company,True,False,5,248,8,0.261,3405,46.7
Dump Truck,Liebherr,Excellent,1.8,3877,417861,330292,Chile,Construction Company,True,False,8,162,4,0.79,2159,42.2
Excavator,Komatsu,Fair,7.3,15992,570030,190049,Chile,Rental Company,False,False,9,186,7,0.333,2180,23.8
Conveyor System,Caterpillar,Good,1.2,6045,1601551,1021039,Western Australia,Mining Company,False,False,8,267,9,0.638,4998,56.4
Excavator,Caterpillar,Fair,2.7,3930,647689,281835,New South Wales,Construction Company,True,False,9,242,9,0.435,1480,46.7
Dump Truck,Komatsu,Excellent,7.6,22694,374847,177646,Western Australia,Equipment Dealer,True,False,5,212,2,0.474,3005,23.0
Excavator,Komatsu,Fair,7.6,14109,500992,161890,Alberta Canada,Mining Company,True,True,13,151,9,0.323,1864,18.1
Dump Truck,Komatsu,Fair,12.1,31233,370139,77226,Nevada USA,Equipment Dealer,False,False,11,170,2,0.209,2590,21.6
Excavator,Komatsu,Good,11.3,17419,498118,144675,Queensland,Mining Company,False,False,10,312,10,0.29,1536,11.5
Crusher,Hitachi,Good,19.0,65444,771392,128001,Queensland,Equipment Dealer,True,False,8,206,8,0.166,3442,13.5
Dump Truck,Volvo,Fair,12.3,33209,438013,87602,Chile,Rental Company,True,False,8,229,3,0.2,2698,20.1
Wheel Loader,Caterpillar,Good,4.5,10085,318372,174069,Chile,Rental Company,True,True,8,255,4,0.547,2257,21.5
Wheel Loader,JCB,Excellent,3.1,7706,343367,255413,Western Australia,Equipment Dealer,True,False,10,256,12,0.744,2476,22.9
Conveyor System,Komatsu,Good,7.6,57936,1106114,416254,Queensland,Equipment Dealer,True,False,15,164,12,0.376,7598,21.9
Dump Truck,Hitachi,Needs Repair,25.0,62953,437957,21038,Nevada USA,Mining Company,False,False,8,231,4,0.048,2518,10.4
Conveyor System,Hitachi,Fair,7.4,53066,1105682,350739,Western Australia,Rental Company,True,True,7,229,1,0.317,7173,18.3
Dump Truck,Komatsu,Good,12.9,28294,351841,95345,Western Australia,Mining Company,True,True,12,183,10,0.271,2194,15.7
Excavator,Komatsu,Fair,2.4,6120,603353,276868,Queensland,Construction Company,False,False,11,287,11,0.459,2562,33.6
Excavator,JCB,Needs Repair,1.6,3358,393875,134388,Queensland,Mining Company,True,True,8,294,1,0.341,2039,24.5
Dump Truck,Komatsu,Needs Repair,22.5,55565,412217,23538,Queensland,Rental Company,True,False,10,218,12,0.057,2472,30.6
Excavator,Hitachi,Fair,6.3,11925,536014,179119,New South Wales,Rental Company,True,False,12,249,10,0.334,1899,13.3
Dump Truck,Caterpillar,Needs Repair,6.2,16447,504574,120735,Chile,Mining Company,True,False,3,232,11,0.239,2671,28.6
Crusher,Caterpillar,Needs Repair,1.8,6991,1108816,393093,New South Wales,Equipment Dealer,True,False,12,169,6,0.355,3924,39.6
Excavator,Komatsu,Good,2.1,4715,519299,340325,Western Australia,Construction Company,False,False,5,189,2,0.655,2207,39.9
Bulldozer,Volvo,Fair,3.2,6233,522412,234576,New South Wales,Mining Company,True,False,2,163,10,0.449,1974,22.5
Wheel Loader,Volvo,Excellent,1.3,3542,278652,242828,Western Australia,Equipment Dealer,True,False,10,284,12,0.871,2731,51.2
Conveyor System,Caterpillar,Fair,3.5,21981,1443325,585709,Queensland,Rental Company,False,False,8,148,1,0.406,6327,55.9
Bulldozer,Caterpillar,Good,5.6,10869,611533,278445,Queensland,Mining Company,True,False,3,191,4,0.455,1945,26.3
Bulldozer,Liebherr,Excellent,9.5,18298,528493,197724,Alberta Canada,Equipment Dealer,True,False,7,170,9,0.374,1928,9.4
Crusher,Komatsu,Fair,21.0,79502,806390,84026,Alberta Canada,Construction Company,False,True,9,153,7,0.104,3779,18.0
Bulldozer,Liebherr,Fair,1.0,2343,502776,303372,Western Australia,Equipment Dealer,True,False,11,239,6,0.603,2251,27.1
Bulldozer,Volvo,Good,8.9,18011,592109,191893,New South Wales,Equipment Dealer,True,True,10,121,11,0.324,2015,14.0
Excavator,JCB,Good,4.8,9658,445467,226144,Western Australia,Equipment Dealer,False,False,10,188,7,0.508,2002,25.7
Dump Truck,JCB,Needs Repair,17.5,38896,412155,40626,New South Wales,Mining Company,True,False,12,199,9,0.099,2228,19.8
Dump Truck,Caterpillar,Fair,2.4,8429,541384,279884,South Africa,Mining Company,True,False,7,133,8,0.517,3457,43.8
Wheel Loader,Komatsu,Good,2.7,6521,294459,187270,Chile,Equipment Dealer,True,True,7,210,1,0.636,2424,19.4
Wheel Loader,Caterpillar,Excellent,18.0,40319,433895,93039,Western Australia,Equipment Dealer,False,False,7,87,8,0.214,2236,9.9
Dump Truck,Komatsu,Fair,1.6,4093,474390,248139,Western Australia,Construction Company,True,False,6,164,6,0.523,2562,68.4
Wheel Loader,Komatsu,Good,14.4,36373,391786,83564,Alberta Canada,Mining Company,True,True,8,234,6,0.213,2521,10.9
Dump Truck,Caterpillar,Excellent,8.7,28954,506585,222639,Chile,Mining Company,True,False,13,335,11,0.439,3316,13.0
Wheel Loader,Caterpillar,Fair,2.0,3339,388195,192802,New South Wales,Mining Company,True,False,9,180,12,0.497,1644,33.0
Crusher,Caterpillar,Excellent,10.4,36502,1008378,355825,Chile,Mining Company,True,False,10,107,12,0.353,3523,20.0
Wheel Loader,Komatsu,Good,9.5,16441,375993,128719,Alberta Canada,Mining Company,True,False,6,192,1,0.342,1736,17.4
Conveyor System,Hitachi,Good,12.2,93263,1330603,385338,Western Australia,Mining Company,True,False,10,193,9,0.29,7640,12.7
Conveyor System,Liebherr,Fair,15.4,110767,1424636,227069,Nevada USA,Equipment Dealer,True,False,8,191,1,0.159,7199,20.0
Crusher,Generic,Fair,22.7,110169,689506,58392,Alberta Canada,Equipment Dealer,False,True,8,232,6,0.085,4861,19.4
Bulldozer,Caterpillar,Good,6.4,14819,691303,302162,South Africa,Mining Company,True,True,10,134,3,0.437,2299,28.0
Excavator,Komatsu,Good,1.3,2123,585136,419870,Western Australia,Equipment Dealer,True,True,10,178,9,0.718,1635,33.5
Bulldozer,Liebherr,Fair,11.6,23011,483543,114771,South Africa,Equipment Dealer,True,False,10,199,1,0.237,1977,27.4
Dump Truck,Caterpillar,Excellent,7.1,23598,440943,229325,New South Wales,Construction Company,True,False,11,166,9,0.52,3315,27.4
Crusher,JCB,Fair,8.4,29416,878016,279763,Chile,Construction Company,True,False,15,118,3,0.319,3510,45.6
Dump Truck,Liebherr,Excellent,1.2,3473,390026,313854,Nevada USA,Rental Company,True,False,6,241,9,0.805,2910,40.1
Excavator,Liebherr,Fair,6.6,11982,450930,161164,Queensland,Rental Company,False,False,12,273,7,0.357,1829,44.2
Excavator,Liebherr,Fair,7.7,17700,424021,143603,New South Wales,Rental Company,False,False,9,203,3,0.339,2286,24.1
Excavator,Komatsu,Good,3.6,7600,425457,219143,Chile,Construction Company,False,False,7,192,11,0.515,2098,24.0
Excavator,Generic,Good,4.3,10639,369197,193406,New South Wales,Equipment Dealer,True,True,9,152,9,0.524,2450,17.3
Bulldozer,Liebherr,Fair,25.0,47772,585608,39455,Nevada USA,Mining Company,True,False,9,141,3,0.067,1911,13.2
Wheel Loader,Komatsu,Needs Repair,9.0,17300,388381,70179,South Africa,Mining Company,True,False,8,176,8,0.181,1921,19.7
Wheel Loader,Komatsu,Good,25.0,46671,368950,36784,Queensland,Rental Company,True,True,9,134,5,0.1,1867,7.0
Conveyor System,Caterpillar,Good,5.0,28213,1224302,643914,Chile,Mining Company,False,True,11,199,4,0.526,5659,47.8
Wheel Loader,Caterpillar,Fair,6.7,11590,394904,132537,Western Australia,Mining Company,False,False,6,214,2,0.336,1719,30.5
Excavator,JCB,Fair,7.1,14643,453796,146800,Alberta Canada,Equipment Dealer,True,False,12,210,7,0.323,2052,14.5
Bulldozer,Caterpillar,Fair,7.9,11816,566372,186784,Alberta Canada,Equipment Dealer,True,False,12,160,6,0.33,1499,21.1
Conveyor System,Caterpillar,Fair,16.9,118196,1249248,194439,Nevada USA,Mining Company,True,False,7,298,1,0.156,6981,36.3
Excavator,Liebherr,Fair,22.5,39022,584142,49018,South Africa,Construction Company,True,False,12,244,5,0.084,1735,28.7
Wheel Loader,Caterpillar,Needs Repair,6.8,11869,448777,106982,Queensland,Equipment Dealer,True,False,10,228,2,0.238,1743,27.8
Dump Truck,Caterpillar,Good,20.1,46049,496177,72089,Nevada USA,Mining Company,False,True,6,246,12,0.145,2288,14.6
Crusher,Komatsu,Fair,5.9,29058,919216,361020,Alberta Canada,Rental Company,True,False,6,122,9,0.393,4946,56.9
Excavator,Caterpillar,Fair,4.4,11305,643623,255114,Queensland,Mining Company,False,True,12,225,7,0.396,2568,14.0
Dump Truck,JCB,Good,25.0,53169,358275,32304,Western Australia,Construction Company,True,True,6,212,9,0.09,2127,17.0
Excavator,Caterpillar,Excellent,10.2,22351,637331,256458,Queensland,Rental Company,True,True,9,237,9,0.402,2193,8.4
Crusher,Liebherr,Good,6.5,29610,975185,426659,Chile,Mining Company,False,False,9,135,11,0.438,4582,45.4
Crusher,Caterpillar,Fair,8.5,43625,911465,278894,Nevada USA,Mining Company,True,False,9,251,11,0.306,5130,23.5
Crusher,Caterpillar,Needs Repair,13.7,44257,1041411,130065,New South Wales,Construction Company,True,False,6,194,1,0.125,3235,47.3
Crusher,Komatsu,Good,9.1,31881,822851,301513,Nevada USA,Mining Company,True,False,3,128,12,0.366,3492,25.4
Crusher,Komatsu,Good,2.9,10595,852540,521680,Nevada USA,Equipment Dealer,True,False,4,270,1,0.612,3707,27.9
Dump Truck,Caterpillar,Good,12.4,26484,466545,121002,Alberta Canada,Mining Company,True,False,12,99,5,0.259,2129,17.0
Crusher,Liebherr,Good,10.9,48274,712598,211435,Chile,Mining Company,True,False,8,189,5,0.297,4426,20.4
Excavator,Hitachi,Excellent,14.6,20657,478281,124178,Western Australia,Rental Company,True,False,8,245,12,0.26,1417,7.8
Wheel Loader,JCB,Good,5.6,14411,254545,120233,Alberta Canada,Mining Company,False,False,8,174,3,0.472,2576,23.8
Bulldozer,Caterpillar,Excellent,8.4,14230,573749,274374,New South Wales,Mining Company,True,True,8,245,6,0.478,1687,16.1
Excavator,Liebherr,Good,3.7,5901,462397,260687,Queensland,Mining Company,False,False,10,208,6,0.564,1604,37.7
Crusher,Komatsu,Good,25.0,120598,869131,73128,Nevada USA,Mining Company,True,False,9,143,3,0.084,4824,14.4
Dump Truck,Komatsu,Good,1.6,5577,447904,305233,Alberta Canada,Equipment Dealer,True,False,12,207,7,0.681,3593,32.0
Crusher,Komatsu,Excellent,1.0,4107,862620,784434,New South Wales,Construction Company,True,True,8,165,1,0.909,4056,40.5
Wheel Loader,Caterpillar,Good,6.5,13614,336666,141965,South Africa,Mining Company,True,False,9,233,3,0.422,2094,29.5
Conveyor System,Caterpillar,Fair,4.8,37075,1342066,587079,South Africa,Equipment Dealer,False,False,8,213,6,0.437,7645,54.9
Wheel Loader,Generic,Excellent,3.3,9067,300251,214645,Alberta Canada,Mining Company,True,False,8,160,1,0.715,2765,14.5
Dump Truck,Komatsu,Good,25.0,59401,477786,40112,Nevada USA,Equipment Dealer,True,False,9,149,7,0.084,2376,8.1
Dump Truck,Liebherr,Excellent,5.7,19978,448104,257564,South Africa,Mining Company,True,False,10,214,4,0.575,3506,32.9
Crusher,Caterpillar,Needs Repair,25.0,91448,793303,36836,Queensland,Rental Company,True,True,15,150,5,0.046,3658,18.0
Dump Truck,Volvo,Good,2.9,7025,369104,199489,South Africa,Equipment Dealer,True,False,10,94,3,0.54,2386,25.2
Bulldozer,Hitachi,Fair,17.9,32022,547172,67473,Western Australia,Mining Company,True,False,14,222,10,0.123,1787,17.0
Wheel Loader,Volvo,Good,1.3,2670,307668,220146,New South Wales,Equipment Dealer,False,False,12,150,4,0.716,2080,32.9
Excavator,Caterpillar,Fair,5.5,10513,439692,166023,Chile,Rental Company,True,False,8,157,12,0.378,1895,21.9
Conveyor System,Generic,Needs Repair,18.1,101593,1031645,89901,Chile,Construction Company,True,True,5,322,12,0.087,5621,42.3
Dump Truck,Komatsu,Good,8.9,31257,462896,173495,Nevada USA,Mining Company,False,False,13,161,12,0.375,3512,26.8
Wheel Loader,Volvo,Good,9.6,20098,289358,103720,Alberta Canada,Equipment Dealer,True,False,7,201,4,0.358,2101,14.6
Bulldozer,JCB,Fair,12.0,17708,548794,128845,Chile,Mining Company,False,True,6,229,9,0.235,1473,21.3
Dump Truck,Caterpillar,Good,5.2,19944,387850,205720,Western Australia,Mining Company,True,False,7,194,10,0.53,3806,23.5
Excavator,Caterpillar,Fair,5.6,10551,461585,173864,Western Australia,Equipment Dealer,True,False,8,222,7,0.377,1884,15.6
Dump Truck,Volvo,Fair,8.1,22105,411298,122058,Nevada USA,Mining Company,True,False,9,233,5,0.297,2743,35.0
Crusher,Komatsu,Good,7.6,21333,766421,283040,Nevada USA,Mining Company,False,False,5,191,7,0.369,2820,50.0
Wheel Loader,Caterpillar,Good,3.2,8411,427610,261906,New South Wales,Mining Company,True,False,7,186,1,0.612,2643,25.1
Conveyor System,JCB,Good,4.5,19115,939776,476508,Alberta Canada,Construction Company,True,True,6,162,9,0.507,4226,31.8
Dump Truck,Caterpillar,Good,7.1,25926,490177,188121,Chile,Mining Company,False,False,11,257,1,0.384,3669,22.0
Bulldozer,Hitachi,Good,1.9,3287,567238,334109,Chile,Rental Company,True,False,11,119,8,0.589,1715,34.6
Crusher,JCB,Excellent,7.6,25201,711628,359097,South Africa,Mining Company,True,False,7,212,4,0.505,3314,18.9
Wheel Loader,Liebherr,Fair,4.7,8920,388569,165780,Queensland,Construction Company,True,True,10,137,4,0.427,1886,30.9
Conveyor System,Liebherr,Fair,5.6,36107,1235824,447030,Alberta Canada,Rental Company,True,True,13,153,2,0.362,6468,35.1
Excavator,Generic,Good,4.4,9965,340402,188302,Alberta Canada,Rental Company,True,False,12,166,8,0.553,2252,19.2
Conveyor System,JCB,Good,3.0,14718,1332659,833967,South Africa,Equipment Dealer,True,False,5,215,6,0.626,4924,47.9
Crusher,Volvo,Good,1.4,6902,909044,638127,Nevada USA,Equipment Dealer,True,False,8,295,9,0.702,5040,33.7
Conveyor System,Hitachi,Good,12.8,77920,1035884,246905,South Africa,Rental Company,True,True,11,304,1,0.238,6082,18.0
Wheel Loader,Liebherr,Fair,23.4,43738,356945,31618,Chile,Equipment Dealer,True,False,12,119,1,0.089,1870,7.2
Wheel Loader,Hitachi,Fair,4.0,9560,282939,117460,Alberta Canada,Mining Company,True,False,12,191,10,0.415,2406,19.4
Conveyor System,Caterpillar,Excellent,2.7,12969,1256368,933794,Western Australia,Construction Company,False,False,1,236,7,0.743,4802,93.4
